contig,start,end,coverage
chr1,6500001,6600000,13.963732082175557
chr1,6600001,6700000,2.0940665943747696
chr1,6700001,6800000,6.741792846405617
chr1,6800001,6900000,18.389334577994223
chr1,6900001,7000000,1.7840763435037783
chr1,7000001,7100000,5.664870789826089
chr1,7100001,7200000,3.65310408986013
chr1,7200001,7300000,22.11263047894279
chr1,7300001,7400000,9.714826340323448
chr1,7400001,7500000,9.192054389124948
chr1,7500001,7600000,13.022035868895856
chr1,7600001,7700000,4.728740103938514
chr1,7700001,7800000,14.018609368759002
chr1,7800001,7900000,3.427743583852811
chr1,7900001,8000000,4.251035689461302
chr1,8000001,8100000,7.768377013629895
chr1,8100001,8200000,7.366603769289153
chr1,8200001,8300000,12.001366480234331
chr1,8300001,8400000,9.059723090638085
chr1,8400001,8500000,6.837946567784083
chr1,8500001,8600000,11.93021609397761
chr1,8600001,8700000,5.910161961585164
chr1,8700001,8800000,12.833305826113259
chr1,8800001,8900000,9.123482474344943
chr1,8900001,9000000,1.6544991822506097
chr1,9000001,9100000,7.4381735030472615
chr1,9100001,9200000,14.133312013323936
chr1,9200001,9300000,6.222730619650006
chr1,9300001,9400000,14.137166924008804
chr1,9400001,9500000,6.44074016131202
chr1,9500001,9600000,9.306715764638632
chr1,9600001,9700000,2.6477908402614188
chr1,9700001,9800000,13.487891409023863
chr1,9800001,9900000,16.370840352001448
chr1,9900001,10000000,7.306285526861892
chr1,10000001,10100000,6.711670618854141
chr1,10100001,10200000,19.281983087645514
chr1,10200001,10300000,1.6666927622057093
chr1,10300001,10400000,14.118019956018315
chr1,10400001,10500000,23.395828184812146
chr1,10500001,10600000,13.010326188058901
chr1,10600001,10700000,0.5450273301804677
chr1,10700001,10800000,15.868815208428597
chr1,10800001,10900000,7.137959628450435
chr1,10900001,11000000,4.658691542985508
chr1,11000001,11100000,1.1869370423486358
chr1,11100001,11200000,4900.737602201241
chr1,11200001,11300000,20138642.011741422
chr1,11300001,11400000,1863.7546684362414
chr1,11400001,11500000,18.98306560230129
chr1,11500001,11600000,6.060935616460611
chr1,11600001,11700000,8.867036461392498
chr1,11700001,11800000,8.186859828978701
chr1,11800001,11900000,1.7596086699354254
chr1,11900001,12000000,7.044592810632554
chr1,12000001,12100000,9.656345354188844
chr1,12100001,12200000,3.040798853942478
chr1,12200001,12300000,8.572994521886898
chr1,12300001,12400000,3.7406021009077493
chr1,12400001,12500000,12.36768972893094
chr1,12500001,12600000,11.077816744450447
chr1,12600001,12700000,1.666718884155287
chr1,12700001,12800000,22.989447442517385
chr1,12800001,12900000,33.12482443086439
chr1,13800001,13900000,6.313305212871481
chr1,13900001,14000000,15.408799493381856
chr1,14000001,14100000,15.445276103830132
chr1,14100001,14200000,8.81222737339003
chr1,14200001,14300000,1.9678385352030865
chr1,14300001,14400000,6.392482894596524
chr1,14400001,14500000,1.823345234072372
chr1,14500001,14600000,6.494497687726701
chr1,14600001,14700000,17.52901223945453
chr1,14700001,14800000,17.368288926452593
chr1,14800001,14900000,15.301820354307047
chr1,14900001,15000000,5.640803411847215
chr1,15000001,15100000,14.812444812827524
chr1,15100001,15200000,7.785917284804278
chr1,15200001,15300000,7.130216044467017
chr1,15300001,15400000,8.516465659971416
chr1,15400001,15500000,13.666002931681929
chr1,15500001,15600000,12.529665373802661
chr1,15600001,15700000,4.939253519467276
chr1,15700001,15800000,16.059381973513045
chr1,15800001,15900000,17.469618866649387
chr1,15900001,16000000,11.71444663117957
chr1,16000001,16100000,9.72163711729466
chr1,16100001,16200000,16.671059814187508
chr1,16200001,16300000,32.21671363000077
chr1,16300001,16400000,9.123358365374617
chr1,16400001,16500000,12.334293795059972
chr1,16500001,16600000,8.382416071460245
chr1,16600001,16700000,14.994615999146164
chr1,16700001,16800000,10.517975703924465
chr1,17300001,17400000,6.0457122068037386
chr1,17400001,17500000,6.185390243648719
chr1,17500001,17600000,5.988499529229701
chr1,17600001,17700000,6.681677393896428
chr1,17700001,17800000,1.7340492485136954
chr1,17800001,17900000,7.288101710927372
chr1,17900001,18000000,7.147754300830326
chr1,18000001,18100000,15.024874087442823
chr1,18100001,18200000,7.006998475509963
chr1,18200001,18300000,5.196585799411141
chr1,18300001,18400000,6.393788607254482
chr1,18400001,18500000,3.82563619167562
chr1,18500001,18600000,23.337898182869083
chr1,18600001,18700000,5.138535722199059
chr1,18700001,18800000,11.494957710165183
chr1,18800001,18900000,4.405662858105707
chr1,18900001,19000000,8.608859621714508
chr1,19000001,19100000,7.4073345897656875
chr1,19100001,19200000,11.263422009315658
chr1,19200001,19300000,10.857743421933115
chr1,19300001,19400000,13.594146585598203
chr1,19400001,19500000,3.9712169673634667
chr1,19500001,19600000,3.687144274989857
chr1,19600001,19700000,4.766831906993082
chr1,19700001,19800000,7.145902332916728
chr1,19800001,19900000,7.719724817634517
chr1,19900001,20000000,3.669262430200394
chr1,20000001,20100000,10.369749342734085
chr1,20100001,20200000,1.4749684658857414
chr1,20200001,20300000,8.444631834498644
chr1,20300001,20400000,16.73501542409626
chr1,20400001,20500000,0.521011734036911
chr1,20500001,20600000,7.191468154466435
chr1,20600001,20700000,10.08790854780645
chr1,20700001,20800000,10.15051965917427
chr1,20800001,20900000,12.566003024994103
chr1,20900001,21000000,10.617210773722398
chr1,21000001,21100000,6.086545680890504
chr1,21100001,21200000,3.370822525180071
chr1,21200001,21300000,6.092255694147519
chr1,21300001,21400000,11.23577901118801
chr1,21400001,21500000,5.727639398974584
chr1,21500001,21600000,3.2033423994066705
chr1,21600001,21700000,14.448923668687561
chr1,21700001,21800000,8.229507570315786
chr1,21800001,21900000,8.537907423791863
chr1,21900001,22000000,2.426294136103034
chr1,22000001,22100000,1.763649566112326
chr1,22100001,22200000,2.2509751095885764
chr1,22200001,22300000,101.12019382117596
chr1,22300001,22400000,1.6884670576296263
chr1,22400001,22500000,1.730156799849916
chr1,22500001,22600000,7.483902678212771
chr1,22600001,22700000,15.273679735777758
chr1,22700001,22800000,8.291249466031498
chr1,22800001,22900000,19.43595849998257
chr1,22900001,23000000,15.044717009668268
chr1,23000001,23100000,4.924250495328624
chr1,23100001,23200000,4.087504102079558
chr1,23200001,23300000,6.563633224416714
chr1,23300001,23400000,12.262395110441608
chr1,23400001,23500000,1.6699513801462258
chr1,23500001,23600000,4.011461436107213
chr1,23600001,23700000,3.3969017941898945
chr1,23700001,23800000,15.949526519760145
chr1,23800001,23900000,12.479510026728063
chr1,23900001,24000000,9.983750179148094
chr1,24000001,24100000,4.062078899722847
chr1,24100001,24200000,0.7845357831459513
chr1,24200001,24300000,4.078375581609589
chr1,24300001,24400000,0.0
chr1,24400001,24500000,12.49950036946872
chr1,24500001,24600000,4.059319928083894
chr1,24600001,24700000,12.799410804437558
chr1,24700001,24800000,5.233714277728771
chr1,24800001,24900000,6.936713285555802
chr1,24900001,25000000,6.8497685980998995
chr1,25000001,25100000,8.842959081984205
chr1,25100001,25200000,8.060664020280484
chr1,25200001,25300000,8.082235044181903
chr1,25300001,25400000,13.936664068777702
chr1,25400001,25500000,8.876214775434644
chr1,25500001,25600000,15.317197017968525
chr1,25700001,25800000,14.408138293682669
chr1,25800001,25900000,9.84013014234518
chr1,25900001,26000000,8.651445530385683
chr1,26000001,26100000,11.654577546145
chr1,26100001,26200000,6.10755329617586
chr1,26200001,26300000,3.5741268366061503
chr1,26300001,26400000,7.069588375676804
chr1,26400001,26500000,9.233583721109998
chr1,26500001,26600000,17.27637990503608
chr1,26600001,26700000,5.671301951288431
chr1,26700001,26800000,15.626650224938041
chr1,26800001,26900000,7.8350429845764
chr1,26900001,27000000,2.4758695389849525
chr1,27000001,27100000,3009.9218027504885
chr1,27100001,27200000,1191.5254197507545
chr1,27200001,27300000,12.164701117418126
chr1,27300001,27400000,5.89005993725841
chr1,27400001,27500000,7.447031036764176
chr1,27500001,27600000,2984.592835348281
chr1,27600001,27700000,8.934384088542357
chr1,27700001,27800000,6.9567817621959085
chr1,27800001,27900000,6.105313186407213
chr1,27900001,28000000,10.785282064581681
chr1,28000001,28100000,23.52069474176449
chr1,28100001,28200000,27.30155866686357
chr1,28200001,28300000,7.413075006898129
chr1,28300001,28400000,5.434981593078762
chr1,28400001,28500000,18.92350291974007
chr1,28500001,28600000,9.645000418640244
chr1,28600001,28700000,6.156610085077077
chr1,28700001,28800000,10.48786899050048
chr1,28800001,28900000,10.114842962582387
chr1,28900001,29000000,7.317395568640155
chr1,29000001,29100000,2.189407149594224
chr1,29100001,29200000,3.92059094663714
chr1,29200001,29300000,8.171938355451816
chr1,29300001,29400000,1.6640305941897169
chr1,29400001,29500000,10.756520774339055
chr1,29500001,29600000,8.38500200325391
chr1,29600001,29700000,7.154879971178984
chr1,29700001,29800000,8.03418395233549
chr1,30100001,30200000,7.328531817766251
chr1,30200001,30300000,7.086691601051637
chr1,30300001,30400000,5.366456562558884
chr1,30400001,30500000,5.077087697896857
chr1,30500001,30600000,6.095823655878501
chr1,30600001,30700000,16.21952675440862
chr1,30700001,30800000,1.6795260176212614
chr1,30800001,30900000,1.5555204152342172
chr1,30900001,31000000,2.9918195346624934
chr1,31000001,31100000,12.57396696782061
chr1,31100001,31200000,7.196234650223202
chr1,31200001,31300000,0.8651198629695402
chr1,31300001,31400000,14.181486451430672
chr1,31400001,31500000,16.948801213504506
chr1,31500001,31600000,41.656924795017424
chr1,31600001,31700000,14.319780222248772
chr1,31700001,31800000,33.147152264287406
chr1,31800001,31900000,8.352238230785487
chr1,31900001,32000000,16.890236582417607
chr1,32000001,32100000,17.12803640597074
chr1,32100001,32200000,8.768815620998824
chr1,32200001,32300000,15.673069093556101
chr1,32300001,32400000,20.597677813653107
chr1,32400001,32500000,6.95661959311181
chr1,32500001,32600000,10.680440484044034
chr1,32600001,32700000,6.395654222849755
chr1,32700001,32800000,12.738515447872059
chr1,32800001,32900000,7.49491076922127
chr1,32900001,33000000,18.08020929556858
chr1,33000001,33100000,6.2092682667946395
chr1,33100001,33200000,14.138048222417883
chr1,33200001,33300000,12.329939157244265
chr1,33300001,33400000,7.587429952591101
chr1,33400001,33500000,176.51937072534426
chr1,33500001,33600000,8.865575911963218
chr1,33600001,33700000,9.558522574457774
chr1,33700001,33800000,1.873187433290111
chr1,33800001,33900000,12.85052533653068
chr1,33900001,34000000,11.896768296685932
chr1,34000001,34100000,11.177266615015412
chr1,34100001,34200000,4.673434586185907
chr1,34200001,34300000,12.450720823187273
chr1,34300001,34400000,18.88186809968785
chr1,34400001,34500000,7.009272472163623
chr1,34500001,34600000,7.878436538139362
chr1,34600001,34700000,20.645037102834642
chr1,34700001,34800000,7.178149643346857
chr1,34800001,34900000,4.098687527870831
chr1,34900001,35000000,1.7320143359359803
chr1,35000001,35100000,8.14693483107548
chr1,35100001,35200000,15.190839019793895
chr1,35200001,35300000,2.3436749273102375
chr1,35300001,35400000,11.639162734352942
chr1,35400001,35500000,14.742825648304061
chr1,35500001,35600000,0.0
chr1,35600001,35700000,1.494748726128159
chr1,35700001,35800000,5.046618876606464
chr1,35800001,35900000,5.135645252129432
chr1,35900001,36000000,1.779347517534611
chr1,36000001,36100000,2.1543129129757763
chr1,36100001,36200000,15.486101138226935
chr1,36200001,36300000,8.534534911080769
chr1,36300001,36400000,7.634619021728709
chr1,36400001,36500000,7.1810782386348855
chr1,36500001,36600000,8.263715479128047
chr1,36600001,36700000,8.579337982459162
chr1,36700001,36800000,6.818475621526011
chr1,36800001,36900000,12.354685381085432
chr1,36900001,37000000,0.0
chr1,37000001,37100000,8.604706312872027
chr1,37100001,37200000,8.72722405860867
chr1,37200001,37300000,14.35717788469529
chr1,37300001,37400000,15.433143451673265
chr1,37400001,37500000,10.0150150223459
chr1,37500001,37600000,7.976825700250238
chr1,37600001,37700000,14.892589807856423
chr1,37700001,37800000,4.673409917687867
chr1,37800001,37900000,10.44667720346174
chr1,37900001,38000000,2.887948275183196
chr1,38000001,38100000,6.248756421160952
chr1,38100001,38200000,10.99035057044434
chr1,38200001,38300000,3.8581140208452904
chr1,38300001,38400000,9.38948431269819
chr1,38400001,38500000,17.60759545937435
chr1,38500001,38600000,12.524411701012054
chr1,38600001,38700000,15.195015648519751
chr1,38700001,38800000,30.71382778707466
chr1,38800001,38900000,5.170382157452397
chr1,38900001,39000000,11.84073950676141
chr1,39000001,39100000,21.689115281503096
chr1,39100001,39200000,5.973331783742127
chr1,39200001,39300000,15.452121953947529
chr1,39300001,39400000,13.128618070844059
chr1,39400001,39500000,12.082801537344054
chr1,39500001,39600000,13.689898882562218
chr1,39600001,39700000,10.290654938735091
chr1,39700001,39800000,13.41509746012177
chr1,39800001,39900000,3.3996678133503377
chr1,39900001,40000000,6.398725634117166
chr1,40000001,40100000,4.811826483210259
chr1,40100001,40200000,11.773426208133529
chr1,40200001,40300000,11.033720517155434
chr1,40300001,40400000,15.753660417827202
chr1,40400001,40500000,19.340130767684844
chr1,40500001,40600000,5.523532384721651
chr1,40600001,40700000,23.232984434438038
chr1,40700001,40800000,385.78043091402304
chr1,40800001,40900000,8.778616385214253
chr1,40900001,41000000,3.877021282727874
chr1,41000001,41100000,11.93678690144433
chr1,41100001,41200000,9.286453946116554
chr1,41200001,41300000,13.213906636419795
chr1,41300001,41400000,7.401489873132514
chr1,41400001,41500000,5.620067525417975
chr1,41500001,41600000,8.731437800669553
chr1,41600001,41700000,7.26564052845873
chr1,41700001,41800000,7.787733884168801
chr1,41800001,41900000,11.70114620509569
chr1,41900001,42000000,14.524298681491913
chr1,42000001,42100000,14.858006116850072
chr1,42100001,42200000,9.065533162946732
chr1,42200001,42300000,2.2312040455168183
chr1,42300001,42400000,22.33965281750609
chr1,42400001,42500000,17.907340000869674
chr1,42500001,42600000,12.220928206387624
chr1,42600001,42700000,10.071539387606963
chr1,42700001,42800000,2.353600632147574
chr1,42800001,42900000,15.041216426820931
chr1,42900001,43000000,12.852466486053483
chr1,43000001,43100000,1.9758220359296008
chr1,43100001,43200000,3.284425324461864
chr1,43200001,43300000,8.35172319417172
chr1,43300001,43400000,4.414820982993643
chr1,43400001,43500000,10.770028811787341
chr1,43500001,43600000,5.591873794657496
chr1,43600001,43700000,9.343944170157663
chr1,43700001,43800000,7.769002513332158
chr1,43800001,43900000,1184.8620902778152
chr1,43900001,44000000,7.206181909553013
chr1,44000001,44100000,9.276715104699468
chr1,44100001,44200000,17.322526416174103
chr1,44200001,44300000,4.066426755623069
chr1,44300001,44400000,11.094355583358704
chr1,44400001,44500000,10.83374480845418
chr1,44500001,44600000,16.12391310934301
chr1,44600001,44700000,6.321953595798391
chr1,44700001,44800000,10.399758463867398
chr1,44800001,44900000,7.000260444539842
chr1,44900001,45000000,9.872757692970694
chr1,45000001,45100000,6.646846141071048
chr1,45100001,45200000,9.149648959970495
chr1,45200001,45300000,3.9852382534129083
chr1,45300001,45400000,12.678514877322527
chr1,45400001,45500000,9.965689573138778
chr1,45500001,45600000,9.320131854329233
chr1,45600001,45700000,3.325121923409652
chr1,45700001,45800000,14.462637866024412
chr1,45800001,45900000,8.525854332286357
chr1,45900001,46000000,8.291720699618153
chr1,46000001,46100000,14.905639759613592
chr1,46100001,46200000,1.624552414039904
chr1,46200001,46300000,0.0
chr1,46300001,46400000,11.253032160754213
chr1,46400001,46500000,4.801706055592298
chr1,46500001,46600000,16.029069281196687
chr1,46600001,46700000,9.430820676937879
chr1,46700001,46800000,12.961122118157103
chr1,46800001,46900000,7.0411003699860535
chr1,46900001,47000000,0.4646114745391716
chr1,47000001,47100000,4.768006751373454
chr1,47100001,47200000,13.570879078537857
chr1,47200001,47300000,5.734937610988619
chr1,47300001,47400000,11.077145296078154
chr1,47400001,47500000,24.714857859889438
chr1,47500001,47600000,12.065737174288323
chr1,47600001,47700000,5.792478134254131
chr1,47700001,47800000,27.41428851758365
chr1,47800001,47900000,18.550813641610365
chr1,47900001,48000000,7.179629926989179
chr1,48000001,48100000,3.8513282622935656
chr1,48100001,48200000,5.8281822819293385
chr1,48200001,48300000,7.733151796591993
chr1,48300001,48400000,11.140195335198085
chr1,48400001,48500000,8.516881268049586
chr1,48500001,48600000,8.189541777107632
chr1,48600001,48700000,3.063675470169171
chr1,48700001,48800000,4.60820118366494
chr1,48800001,48900000,2.5842722968523746
chr1,48900001,49000000,4.910789086599548
chr1,49000001,49100000,9.40660797005428
chr1,49100001,49200000,10.001790843867791
chr1,49200001,49300000,4.368309101637162
chr1,49300001,49400000,11.319593016612636
chr1,49400001,49500000,9.36290849944427
chr1,49500001,49600000,11.275689548014176
chr1,49600001,49700000,4.929939814793082
chr1,49700001,49800000,0.0
chr1,49800001,49900000,4.252982314876906
chr1,49900001,50000000,4.269514991013024
chr1,50000001,50100000,3.7989519196900337
chr1,50100001,50200000,9.315192989159753
chr1,50200001,50300000,18.051109404175676
chr1,50300001,50400000,15.255037869209367
chr1,50400001,50500000,2.553782713946529
chr1,50500001,50600000,6.620892445992603
chr1,50600001,50700000,5.224538617922843
chr1,50700001,50800000,4.01678507516665
chr1,50800001,50900000,6.51051603245086
chr1,50900001,51000000,8.106804762808757
chr1,51000001,51100000,11.687061049645344
chr1,51100001,51200000,1.8257602681504204
chr1,51200001,51300000,17.313603636457557
chr1,51300001,51400000,4.1361249702855165
chr1,51400001,51500000,17.73666967963439
chr1,51500001,51600000,1.6666927622057093
chr1,51600001,51700000,8.957877173757444
chr1,51700001,51800000,10.627735531012174
chr1,51800001,51900000,4.841214480035208
chr1,51900001,52000000,8.191082280062815
chr1,52000001,52100000,4.156203623392366
chr1,52100001,52200000,0.0
chr1,52200001,52300000,12.75143537443261
chr1,52300001,52400000,7.0979365078742545
chr1,52400001,52500000,8.781190499771588
chr1,52500001,52600000,4.525724580529401
chr1,52600001,52700000,6.668748685850002
chr1,52700001,52800000,12.362469048454651
chr1,52800001,52900000,11.767853417546103
chr1,52900001,53000000,18.78760485581813
chr1,53000001,53100000,8.54206361248032
chr1,53100001,53200000,18.489966884663378
chr1,53200001,53300000,9.353038383658166
chr1,53300001,53400000,15.090778915723863
chr1,53400001,53500000,10.920550686619086
chr1,53500001,53600000,5.992907337334245
chr1,53600001,53700000,3.927994561880241
chr1,53700001,53800000,22.308727660306097
chr1,53800001,53900000,7.73210738392459
chr1,53900001,54000000,11.377245905898999
chr1,54000001,54100000,11.637211114479621
chr1,54100001,54200000,4.10122248202874
chr1,54200001,54300000,8.62550005090869
chr1,54300001,54400000,10.36413672101293
chr1,54400001,54500000,11.276447991286094
chr1,54500001,54600000,0.0
chr1,54600001,54700000,9.077885663075682
chr1,54700001,54800000,10.466869723581674
chr1,54800001,54900000,6.3398589919808686
chr1,54900001,55000000,7.235262905141008
chr1,55000001,55100000,2.38607587821032
chr1,55100001,55200000,1.3252972225403563
chr1,55200001,55300000,10.334092567062099
chr1,55300001,55400000,10.066221372434022
chr1,55400001,55500000,20.76299056015689
chr1,55500001,55600000,6.477734379986966
chr1,55600001,55700000,5.461970489721338
chr1,55700001,55800000,4.956301122430274
chr1,55800001,55900000,1.9912896130857944
chr1,55900001,56000000,19.75760721448994
chr1,56000001,56100000,6.788504115574463
chr1,56100001,56200000,14.988444451215026
chr1,56200001,56300000,23.86630351417514
chr1,56300001,56400000,12.093834128298276
chr1,56400001,56500000,3.935828958538968
chr1,56500001,56600000,8.672846318198507
chr1,56600001,56700000,5.596592623208572
chr1,56700001,56800000,33.59087046978227
chr1,56800001,56900000,4.325949744773804
chr1,56900001,57000000,15.381383473612049
chr1,57000001,57100000,2.1858256978986663
chr1,57100001,57200000,13.895322774347472
chr1,57200001,57300000,6.418408348407021
chr1,57300001,57400000,10.588497088503752
chr1,57400001,57500000,4.7400654490714285
chr1,57500001,57600000,3.439634745114863
chr1,57600001,57700000,1.6494056777792283
chr1,57700001,57800000,19.40556637504491
chr1,57800001,57900000,11.105083212213934
chr1,57900001,58000000,10.115294279958915
chr1,58000001,58100000,6.1482230076172995
chr1,58100001,58200000,18.00119010781206
chr1,58200001,58300000,7.328033061197635
chr1,58300001,58400000,16.613862309630402
chr1,58400001,58500000,11.681954604909942
chr1,58500001,58600000,13.050806659790824
chr1,58600001,58700000,19.40048148813119
chr1,58700001,58800000,7.075395979163391
chr1,58800001,58900000,16.69808007384439
chr1,58900001,59000000,4.275051908771281
chr1,59000001,59100000,110.65023764806351
chr1,59100001,59200000,13.641589324261169
chr1,59200001,59300000,10.396718099699061
chr1,59300001,59400000,14.89837670539745
chr1,59400001,59500000,12.665679602516647
chr1,59500001,59600000,14.524113785348039
chr1,59600001,59700000,26.451262936257983
chr1,59700001,59800000,8.063302590326547
chr1,59800001,59900000,3.524825330306145
chr1,59900001,60000000,9.847878362236047
chr1,60000001,60100000,20.229508630473163
chr1,60100001,60200000,6.707639950404802
chr1,60200001,60300000,19.55730351032124
chr1,60300001,60400000,17.431457231669615
chr1,60400001,60500000,13.250983994426987
chr1,60500001,60600000,6.737052180309383
chr1,60600001,60700000,7.518329166481202
chr1,60700001,60800000,12.835079475271797
chr1,60800001,60900000,12.938744183261626
chr1,60900001,61000000,1.738750742207254
chr1,61000001,61100000,12.788247562653888
chr1,61100001,61200000,13.13736620301712
chr1,61200001,61300000,12.794460677287235
chr1,61300001,61400000,5.6375277222022095
chr1,61400001,61500000,10.086857220576501
chr1,61500001,61600000,5.811692705755197
chr1,61600001,61700000,3.709586438772165
chr1,61700001,61800000,7.3015996591829975
chr1,61800001,61900000,9.847190083356548
chr1,61900001,62000000,6.326006729125149
chr1,62000001,62100000,9.235825212609404
chr1,62100001,62200000,24.356866259420038
chr1,62200001,62300000,13.106647422069432
chr1,62300001,62400000,15.465916780630389
chr1,62400001,62500000,11.564976771339337
chr1,62500001,62600000,5.904875919437009
chr1,62600001,62700000,8.310765610113254
chr1,62700001,62800000,7.444703965893993
chr1,62800001,62900000,10.576621370642165
chr1,62900001,63000000,8.436168071655558
chr1,63000001,63100000,18.767095531999324
chr1,63100001,63200000,14.831449975848514
chr1,63200001,63300000,9.466037744215154
chr1,63300001,63400000,6.6901226626789665
chr1,63400001,63500000,10.811547239957429
chr1,63500001,63600000,7.49141874373491
chr1,63600001,63700000,16.301268084841002
chr1,63700001,63800000,24.949000373438786
chr1,63800001,63900000,8.28073563954929
chr1,63900001,64000000,13.800514626071577
chr1,64000001,64100000,24.793050676587466
chr1,64100001,64200000,23.37836198680259
chr1,64200001,64300000,11.574745716980336
chr1,64300001,64400000,11.025321256704679
chr1,64400001,64500000,3.3580764860790784
chr1,64500001,64600000,4.642061651623633
chr1,64600001,64700000,9.637596450517263
chr1,64700001,64800000,2.36633809277191
chr1,64800001,64900000,11.024467371738968
chr1,64900001,65000000,8.954010166071384
chr1,65000001,65100000,12.692060876650043
chr1,65100001,65200000,4.733696186969221
chr1,65200001,65300000,76.223172749439
chr1,65300001,65400000,5998.961470486409
chr1,65400001,65500000,4.100579172866702
chr1,65500001,65600000,17.101276512346836
chr1,65600001,65700000,1.8601116862590608
chr1,65700001,65800000,28.62755834877508
chr1,65800001,65900000,0.0
chr1,65900001,66000000,7.072306761984727
chr1,66000001,66100000,2.494520810373384
chr1,66100001,66200000,20.769488039095403
chr1,66200001,66300000,4.506025348349363
chr1,66300001,66400000,0.0
chr1,66400001,66500000,18.82024529866991
chr1,66500001,66600000,7.606226453352109
chr1,66600001,66700000,2.957934301942099
chr1,66700001,66800000,11.431564142742333
chr1,66800001,66900000,4.141454213584556
chr1,66900001,67000000,9.720543362296265
chr1,67000001,67100000,8.275673389610988
chr1,67100001,67200000,9.800886428458472
chr1,67200001,67300000,19.15928615005513
chr1,67300001,67400000,3.4336467347823967
chr1,67400001,67500000,9.610555548543019
chr1,67500001,67600000,7.470542092880303
chr1,67600001,67700000,5.479639873698778
chr1,67700001,67800000,1.755921486724122
chr1,67800001,67900000,6.257216570408441
chr1,67900001,68000000,12.821427640406778
chr1,68000001,68100000,15.713334197732832
chr1,68100001,68200000,20.185535842302897
chr1,68200001,68300000,9.735813542405916
chr1,68300001,68400000,7.506589347626345
chr1,68400001,68500000,20.442534197845482
chr1,68500001,68600000,4.393443932920876
chr1,68600001,68700000,7.826050105719464
chr1,68700001,68800000,11.637080443839524
chr1,68800001,68900000,14.823499728442961
chr1,68900001,69000000,21.800479182463704
chr1,69000001,69100000,16.80163215968109
chr1,69100001,69200000,6.574988084210214
chr1,69200001,69300000,17.92144870266888
chr1,69300001,69400000,7.98270227481218
chr1,69400001,69500000,0.0
chr1,69500001,69600000,18.4393892272264
chr1,69600001,69700000,3.925204293739408
chr1,69700001,69800000,12.874076332072173
chr1,69800001,69900000,5.8542729483059395
chr1,69900001,70000000,20.685277056457704
chr1,70000001,70100000,4.99309678129959
chr1,70100001,70200000,6.063078163418798
chr1,70200001,70300000,12.964623741556755
chr1,70300001,70400000,16.049605001377145
chr1,70400001,70500000,7.527900701119176
chr1,70500001,70600000,23.40847360903599
chr1,70600001,70700000,1.690011571038785
chr1,70700001,70800000,4.994381116463529
chr1,70800001,70900000,6.857630545265406
chr1,70900001,71000000,13.68110576282032
chr1,71000001,71100000,33.30829664789366
chr1,71100001,71200000,2.37624273671653
chr1,71200001,71300000,5.635785763138944
chr1,71300001,71400000,2.0722142335691114
chr1,71400001,71500000,4.565126258204371
chr1,71500001,71600000,4.330473344578864
chr1,71600001,71700000,15.078706092736915
chr1,71700001,71800000,18.523886786280222
chr1,71800001,71900000,27.28524761213255
chr1,71900001,72000000,0.0
chr1,72000001,72100000,5.78608929644561
chr1,72100001,72200000,6.259882329903501
chr1,72200001,72300000,13.156775886721277
chr1,72300001,72400000,8.467191276129006
chr1,72400001,72500000,7.719287375710882
chr1,72500001,72600000,17.43077405396992
chr1,72600001,72700000,2.6526695390363653
chr1,72700001,72800000,23.988801314778584
chr1,72800001,72900000,3.5166922379366454
chr1,72900001,73000000,12.547452937758164
